canonical_id,dataset_component,food_category,food_name_source,food_name_clean,test_year,weight_g_per_MJ,protein_g_per_MJ,fat_g_per_MJ,avcho_g_per_MJ,sugar_g_per_MJ,fibre_g_per_MJ,GI_pct,GL_g_per_MJ,GS_pct,GS_sem,FII_pct,FII_sem,composition_basis_kJ,actual_test_energy_kJ,response_reference,harmonization_note,source_study,source_table,source_printed_page,source_row,source_doi,source_footnote
BAO2011-081,Bao 2011 published 121,Snack foods,"Snickers bar (Masterfoods, Hackettstown, NJ)","Snickers bar (Masterfoods, Hackettstown, NJ)",2004,50,3,12,29,25,1,42,12,27.0,4.0,37.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,81,10.3945/ajcn.110.005033,
BAO2011-082,Bao 2011 published 121,Snack foods,"Hershey’s milk, chocolate (Hershey Foods Inc, Hershey, PA)","Hershey’s milk, chocolate (Hershey Foods Inc, Hershey, PA)",2004,45,3,14,25,23,1,43,11,27.0,2.0,34.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,82,10.3945/ajcn.110.005033,
BAO2011-083,Bao 2011 published 121,Carbohydrate-rich foods,"Potatoes (russet boiled, peeled; Australia)","Potatoes (russet boiled, peeled; Australia)",1997,368,10,1,49,3,9,78,38,99.0,25.0,88.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,83,10.3945/ajcn.110.005033,
BAO2011-084,Bao 2011 published 121,Carbohydrate-rich foods,"White rice (Sunwhite; Rice-growers Inc, Leeton, Australia)","White rice (Sunwhite; Rice-growers Inc, Leeton, Australia)",1997,203,5,1,56,0,0,72,40,77.0,11.0,58.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,84,10.3945/ajcn.110.005033,
BAO2011-085,Bao 2011 published 121,Carbohydrate-rich foods,Brown rice (Sunbrown; Ricegrowers Inc),Brown rice (Sunbrown; Ricegrowers Inc),1997,148,5,2,53,1,1,72,38,73.0,13.0,45.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,85,10.3945/ajcn.110.005033,
BAO2011-086,Bao 2011 published 121,Carbohydrate-rich foods,"White bread (Sunblest; Tiptop Pty Ltd, Enfield, Australia)","White bread (Sunblest; Tiptop Pty Ltd, Enfield, Australia)",2005,97,9,2,44,3,3,70,31,70.0,6.0,73.0,5.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,988,86,10.3945/ajcn.110.005033,
BAO2011-087,Bao 2011 published 121,Carbohydrate-rich foods,"Whole-meal bread (Riga Bakeries Inc, Sydney, Australia)","Whole-meal bread (Riga Bakeries Inc, Sydney, Australia)",1997,101,8,3,45,2,7,74,34,68.0,12.0,70.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,87,10.3945/ajcn.110.005033,
BAO2011-088,Bao 2011 published 121,Carbohydrate-rich foods,"Brown pasta (Sam Remo Pasta Inc, Wetherill Park, Australia)","Brown pasta (Sam Remo Pasta Inc, Wetherill Park, Australia)",1997,218,11,2,49,1,11,42,20,48.0,7.0,29.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,88,10.3945/ajcn.110.005033,
BAO2011-089,Bao 2011 published 121,Carbohydrate-rich foods,"Tortillas, white corn (DieGo; San Diego Tortilla Factory, Burleigh Heads, Australia)","Tortillas, white corn (DieGo; San Diego Tortilla Factory, Burleigh Heads, Australia)",2007,104,6,2,47,1,4,49,23,43.0,7.0,36.0,8.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,89,10.3945/ajcn.110.005033,
BAO2011-090,Bao 2011 published 121,Carbohydrate-rich foods,"Grain bread (Tiptop Bakeries Inc, Australia)","Grain bread (Tiptop Bakeries Inc, Australia)",1997,108,9,5,40,2,7,50,20,42.0,8.0,41.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,90,10.3945/ajcn.110.005033,
BAO2011-091,Bao 2011 published 121,Carbohydrate-rich foods,"Pizza4 (McCains, Australia)","Pizza (McCains, Australia)",1999,90,12,8,30,2,0,60,18,41.0,5.0,47.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,91,10.3945/ajcn.110.005033,Bao Table 1 footnote 4: pizza base composition described.
BAO2011-092,Bao 2011 published 121,Carbohydrate-rich foods,"Grain bread (Burgen, Soy-Lin, Chatswood, Australia)","Grain bread (Burgen, Soy-Lin, Chatswood, Australia)",2006,99,15,7,29,2,5,36,11,34.0,5.0,52.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,92,10.3945/ajcn.110.005033,
BAO2011-093,Bao 2011 published 121,Carbohydrate-rich foods,"White pasta, spirals (Sam Remo, Australia)","White pasta, spirals (Sam Remo, Australia)",1997,201,8,1,49,2,4,46,23,32.0,7.0,29.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,93,10.3945/ajcn.110.005033,
BAO2011-094,Bao 2011 published 121,Carbohydrate-rich foods,"Beef lasagna (Sara Lee Bakery Pty Ltd, Pymble, Australia)","Beef lasagna (Sara Lee Bakery Pty Ltd, Pymble, Australia)",2002,164,12,10,25,3,1,38,10,15.0,2.0,34.0,5.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,94,10.3945/ajcn.110.005033,
BAO2011-095,Bao 2011 published 121,Protein-rich foods,"Baked beans5 (Franklins; Franklins Supermarket, Rockdale, NSW, Australia)","Baked beans (Franklins; Franklins Supermarket, Rockdale, NSW, Australia)",1997,351,16,2,39,16,17,44,17,80.0,13.0,88.0,14.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,95,10.3945/ajcn.110.005033,Bao Table 1 footnote 5: canned navy beans in tomato sauce; heated 5 min before serving.
BAO2011-096,Bao 2011 published 121,Protein-rich foods,"Lentils, served with tomato sauce6 (Australia)","Lentils, served with tomato sauce (Australia)",1997,253,19,5,29,4,11,37,11,43.0,15.0,42.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,96,10.3945/ajcn.110.005033,Bao Table 1 footnote 6: lentils served in basic tomato sauce; recipe listed in paper.
BAO2011-097,Bao 2011 published 121,Protein-rich foods,"Eggs, poached (Australia)","Eggs, poached (Australia)",1997,160,21,18,1,1,0,0,0,29.0,11.0,23.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,97,10.3945/ajcn.110.005033,
BAO2011-098,Bao 2011 published 121,Protein-rich foods,"Battered fish fillets (Coles Supermarkets Inc, Australia)","Battered fish fillets (Coles Supermarkets Inc, Australia)",2002,110,13,15,14,0,1,38,5,29.0,2.0,54.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,98,10.3945/ajcn.110.005033,
BAO2011-099,Bao 2011 published 121,Protein-rich foods,"Canned navy beans (Eden Organic Navy Beans, Clinton, Ml)","Canned navy beans (Eden Organic Navy Beans, Clinton, Ml)",2005,281,19,5,28,0,24,31,9,20.0,4.0,23.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,99,10.3945/ajcn.110.005033,
BAO2011-100,Bao 2011 published 121,Protein-rich foods,"White fish (Ling fish fillet, Australia)","White fish (Ling fish fillet, Australia)",1997,333,56,1,0,0,0,0,0,20.0,9.0,43.0,13.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,100,10.3945/ajcn.110.005033,
BAO2011-101,Bao 2011 published 121,Protein-rich foods,Beef steak7 (Australia),Beef steak (Australia),1997,158,42,8,0,0,0,0,0,15.0,6.0,37.0,12.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,101,10.3945/ajcn.110.005033,"Bao Table 1 footnote 7: lean top-side beef; grilled day before, refrigerated, microwaved before serving."
BAO2011-102,Bao 2011 published 121,Protein-rich foods,"Taco8 (Casa Fiesta Beef Taco; Bruce Foods Corporation, New Iberia, LA)","Taco (Casa Fiesta Beef Taco; Bruce Foods Corporation, New Iberia, LA)",2004,138,20,13,9,1,2,39,4,11.0,1.0,24.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,102,10.3945/ajcn.110.005033,"Bao Table 1 footnote 8: seasoned beef mince, lettuce, tomato, light cheese."
BAO2011-103,Bao 2011 published 121,Protein-rich foods,"Tuna, canned in water (Coles Supermarkets Inc, Australia)","Tuna, canned in water (Coles Supermarkets Inc, Australia)",2001,239,48,5,0,0,0,0,0,8.0,2.0,26.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,103,10.3945/ajcn.110.005033,
BAO2011-104,Bao 2011 published 121,Protein-rich foods,Frankfurter/hot dog (Australia),Frankfurter/hot dog (Australia),2001,95,14,19,3,0,2,28,1,8.0,2.0,16.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,104,10.3945/ajcn.110.005033,
BAO2011-105,Bao 2011 published 121,Protein-rich foods,"Peanuts, salted and roasted (Grocery Wholesalers Inc, Australia)","Peanuts, salted and roasted (Grocery Wholesalers Inc, Australia)",1997,38,10,20,5,2,2,14,1,8.0,3.0,15.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,105,10.3945/ajcn.110.005033,
BAO2011-106,Bao 2011 published 121,Protein-rich foods,Bologna (Australia),Bologna (Australia),2001,111,24,9,13,3,3,0,0,6.0,2.0,11.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,106,10.3945/ajcn.110.005033,
BAO2011-107,Bao 2011 published 121,Protein-rich foods,"Peanut butter (Kraft Foods Inc, Australia)","Peanut butter (Kraft Foods Inc, Australia)",2001,41,9,20,7,2,5,14,1,6.0,1.0,11.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,107,10.3945/ajcn.110.005033,
BAO2011-108,Bao 2011 published 121,Protein-rich foods,"Tofu (Soyco, Sydney, Australia)","Tofu (Soyco, Sydney, Australia)",2003,227,27,11,7,1,3,15,1,5.0,1.0,21.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,108,10.3945/ajcn.110.005033,
BAO2011-109,Bao 2011 published 121,Protein-rich foods,"Peeled prawns, boiled (Findus Seafood Deli, Australia)","Peeled prawns, boiled (Findus Seafood Deli, Australia)",2003,235,48,4,2,1,0,0,0,5.0,1.0,21.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,109,10.3945/ajcn.110.005033,
BAO2011-110,Bao 2011 published 121,Protein-rich foods,"Chicken, fried in olive oil, with skin, cooked (Australia)","Chicken, fried in olive oil, with skin, cooked (Australia)",2001,94,23,17,0,0,0,0,0,5.0,1.0,19.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,110,10.3945/ajcn.110.005033,
BAO2011-111,Bao 2011 published 121,Protein-rich foods,"Tuna, canned in oil, drained (Coles Farmland)","Tuna, canned in oil, drained (Coles Farmland)",2003,135,24,15,2,1,0,0,0,4.0,1.0,16.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,111,10.3945/ajcn.110.005033,
BAO2011-112,Bao 2011 published 121,Protein-rich foods,"Bacon (Premium Short Cut Bacon; Primo Smallgoods, Chullora, Australia)","Bacon (Premium Short Cut Bacon; Primo Smallgoods, Chullora, Australia)",2007,106,16,19,1,1,0,0,0,3.0,1.0,9.0,2.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,112,10.3945/ajcn.110.005033,
BAO2011-113,Bao 2011 published 121,Protein-rich foods,"Roast chicken without skin (Woolworth Inc, Australia)","Roast chicken without skin (Woolworth Inc, Australia)",2005,113,31,13,0,0,0,0,0,1.0,1.0,17.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,113,10.3945/ajcn.110.005033,
BAO2011-114,Bao 2011 published 121,Fat-rich foods,"Walnuts (Lucky California, Sydney, Australia)","Walnuts (Lucky California, Sydney, Australia)",2003,35,6,23,1,1,3,0,0,4.0,1.0,5.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,114,10.3945/ajcn.110.005033,
BAO2011-115,Bao 2011 published 121,Fat-rich foods,"Butter (Western Star Original; Mt Waverley, Australia)","Butter (Western Star Original; Mt Waverley, Australia)",2007,33,0,27,0,0,0,0,0,2.0,1.0,2.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,115,10.3945/ajcn.110.005033,
BAO2011-116,Bao 2011 published 121,Fat-rich foods,Olive oil (Australia),Olive oil (Australia),2005,27,0,27,0,0,0,0,0,1.0,0.0,3.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,989,116,10.3945/ajcn.110.005033,
BAO2011-117,Bao 2011 published 121,Beverages,"Fruit punch (Fruity Flavorits Orange Mango Fruit drink; Frosts Food & Beverage Pty Ltd, Singapore)","Fruit punch (Fruity Flavorits Orange Mango Fruit drink; Frosts Food & Beverage Pty Ltd, Singapore)",2007,833,1,0,58,58,0,67,39,67.0,7.0,76.0,10.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,117,10.3945/ajcn.110.005033,
BAO2011-118,Bao 2011 published 121,Beverages,"Ice tea (Narkena Ltd, Sefton, Australia)","Ice tea (Narkena Ltd, Sefton, Australia)",2006,622,0,0,59,59,0,59,35,59.0,7.0,69.0,9.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,118,10.3945/ajcn.110.005033,
BAO2011-119,Bao 2011 published 121,Beverages,"Coca-Cola (Coca-Cola Amatil Inc, Sefton, Australia)","Coca-Cola (Coca-Cola Amatil Inc, Sefton, Australia)",1999,595,0,0,59,59,0,53,31,50.0,5.0,44.0,3.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,119,10.3945/ajcn.110.005033,
BAO2011-120,Bao 2011 published 121,Beverages,"Beer, 4.9% alcohol (Budweiser, Pyrmont, NSW, Australia)","Beer, 4.9% alcohol (Budweiser, Pyrmont, NSW, Australia)",2001,671,2,0,13,0,0,66,9,41.0,8.0,20.0,4.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,120,10.3945/ajcn.110.005033,
BAO2011-121,Bao 2011 published 121,Beverages,"Gin, 40% alcohol (Australia)","Gin, 40% alcohol (Australia)",2001,111,0,0,0,0,0,0,0,7.0,4.0,1.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,121,10.3945/ajcn.110.005033,
BAO2011-122,Bao 2011 published 121,Beverages,"White wine, 11% alcohol (Australia)","White wine, 11% alcohol (Australia)",2001,362,1,0,1,0,0,0,0,5.0,2.0,3.0,1.0,1000,1000,glucose=100 (Bao 2011 harmonized),"Bao 2011 Table 1 is already on the glucose=100 response scale. For earlier white-bread=100 scores, conversion to glucose=100 divides GS by (100/70) and FII by (100/73), equivalently multiplying by 0.70 and 0.73 respectively. This note corrects the previous reconstruction metadata only. Do not transform the already harmonized numerical Table 1 values again.",Bao et al. 2011 AJCN 93:984–996,Table 1,990,122,10.3945/ajcn.110.005033,
